dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
-0.08185,-0.51981,-0.43078,-0.89658,-0.3371,-0.47637,-0.76534,-0.76676,-0.48579,0.5
0.02173,-0.61347,-0.65642,0.79962,0.9314,0.92101,-0.88339,-0.35292,-0.35949,0.5
0.58247,-0.72205,0.47829,-0.14844,0.08935,-0.5192,0.27048,-0.70081,-0.53315,0.5
0.92896,0.96255,0.95134,0.21744,-0.47288,0.78398,0.83721,0.57379,-0.72836,0.5
-0.81866,0.04001,0.26324,0.56443,-0.15934,-0.82727,0.58814,0.09179,-0.16708,0.5
-0.44753,0.62299,-0.75234,-0.42784,-0.82102,-0.51856,-0.52394,-0.01373,-0.86996,0.5
0.07822,0.40166,0.91708,0.69014,-0.69202,-0.66606,-0.30737,0.99044,-0.89103,0.5
-0.75918,-0.88119,0.88451,0.12995,0.82063,0.15248,-0.18985,-0.63604,0.12016,0.5
-0.76518,-0.33851,0.92631,0.47525,-0.62601,0.12914,0.78962,0.17211,0.82789,0.5
0.76405,0.5464,-0.5183,-0.09459,-0.02296,-0.26964,-0.40934,-0.68341,0.00682,0.5
-0.99859,-0.43503,0.25858,-0.47469,0.11678,-0.43003,-0.09278,0.71657,0.16912,0.5
0.71249,0.62234,0.82843,-0.80751,0.52313,0.14864,-0.92161,-0.28206,-0.87926,0.5
-0.27389,-0.93933,0.07036,0.89982,0.30406,-0.8521,-0.1469,-0.09532,-0.79097,0.5
0.41114,0.39137,0.62979,0.32882,0.80929,0.42032,0.57573,-0.32357,-0.21621,0.5
0.46978,0.56514,-0.88841,-0.53405,0.95358,-0.05674,0.40934,-0.79347,-0.68122,0.5
0.21732,-0.82438,0.7024,0.4953,-0.23139,-0.87243,-0.7508,0.51072,-0.16441,0.5
0.56518,0.07196,0.82262,-0.04588,0.9577,0.38245,-0.43266,0.41763,0.42494,0.5
0.13825,0.08966,-0.31209,-0.69837,-0.15095,-0.43279,0.03621,0.31244,0.25011,0.5
-0.73824,0.68677,0.8594,0.53671,-0.68367,0.79099,-0.80968,0.3562,-0.67897,0.5
0.23856,0.28121,0.5179,-0.60968,0.90117,-0.20393,-0.5117,-0.99311,-0.68972,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
-0.12784,-0.7679,-0.76993,0.83666,0.3784,-0.88375,-0.46109,0.73773,0.67369,1.0
-0.62673,-0.48118,0.90613,0.67118,0.57904,-0.90114,0.17876,-0.4294,0.57721,1.0
-0.77512,-0.06156,-0.5362,-0.62436,0.21625,0.909,-0.21136,-0.74412,0.4557,1.0
0.62438,0.83325,-0.79293,0.96361,0.70477,-0.58019,-0.62858,0.11528,-0.76861,1.0
0.62783,-0.25485,-0.96595,-0.84967,-0.20583,0.69001,-0.99209,0.35738,0.25057,1.0
0.35197,-0.54642,-0.79749,-0.36818,0.53764,-0.08814,-0.46661,0.39581,0.18368,1.0
0.53285,0.13465,-0.60232,0.93328,-0.87871,-0.68056,0.72212,0.66356,-0.82429,1.0
-0.53182,-0.63648,-0.48515,-0.13281,-0.09735,0.13272,0.32003,0.02568,-0.58736,1.0
