dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0.63261,-0.89872,0.68852,-0.35776,0.84234,0.4454,-0.87219,0.73182,-0.79622,-0.77205,0.08476,-0.08466,-0.03717,0.58297,0.0
-0.4485,0.32141,-0.57331,0.95509,0.8147,-0.59659,-0.88406,0.18438,-0.00315,-0.06515,-0.34973,-0.79347,-0.58812,0.74361,0.0
0.06683,-0.11009,0.884,-0.05641,-0.85071,-0.58103,0.36112,0.34033,-0.59198,0.07875,0.86779,-0.69606,-0.7815,0.13717,0.0
-0.98854,0.45367,-0.43495,-0.64906,-0.09871,-0.18126,0.2196,-0.06476,-0.27456,0.92493,0.95371,0.94645,0.99668,-0.57291,0.0
0.75363,0.68011,-0.18456,0.90842,0.35091,-0.03712,-0.63805,0.6007,-0.28925,0.60804,0.91726,0.07801,-0.88895,-0.19765,0.0
0.17093,0.60253,0.32934,-0.25269,0.5221,-0.10538,-0.7288,-0.20868,0.40848,0.28533,0.90994,-0.38566,0.08792,0.31877,0.0
0.46128,-0.79138,-0.63416,-0.02941,-0.78431,0.33777,0.83781,-0.49139,-0.92852,-0.73596,0.74712,-0.42965,-0.84729,-0.42445,0.0
0.71043,-0.85708,-0.52489,0.41497,0.43683,-0.19725,-0.32267,0.3868,0.2554,0.70356,-0.76577,0.09214,-0.10271,0.94552,0.0
-0.42919,-0.74759,-0.80209,0.82835,0.74951,-0.17702,0.18358,0.55958,-0.23192,-0.28348,-0.87645,0.20433,0.0028,-0.79461,0.0
0.59357,0.87495,-0.54821,0.10281,0.37644,0.05085,0.51859,-0.45093,0.21402,-0.55114,0.91545,-0.00154,-0.58388,0.71256,0.0
-0.26508,-0.49911,-0.58409,-0.38439,-0.83379,0.76346,0.59621,-0.6835,0.50948,0.26868,-0.0665,-0.6496,0.25578,0.29537,0.0
-0.35535,-0.61013,-0.22453,0.97501,-0.88624,0.63842,-0.39744,0.6724,-0.78928,0.92309,0.21222,-0.82544,-0.24892,0.68228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.80788,0.89813,0.03842,0.64276,0.56927,0.46834,0.24883,0.08645,0.64132,-0.92587,0.47673,0.80745,-0.20904,0.58863,0.5
-0.97945,0.0767,-0.67424,0.41095,0.91642,0.59614,0.46602,0.79631,-0.75675,-0.47589,-0.11622,-0.0278,0.66685,-0.39301,0.5
0.48845,0.88672,0.47199,0.50866,-0.94231,-0.91279,-0.25918,-0.03167,-0.02749,0.9742,0.05144,0.6904,0.11742,0.94177,0.5
-0.60522,-0.3281,-0.75259,-0.05785,-0.57593,0.17124,-0.31244,-0.59191,-0.78415,-0.49087,0.37378,-0.72447,-0.4754,0.79135,0.5
-0.77448,0.3562,-0.24866,0.29845,0.59209,-0.08493,0.84875,-0.05055,-0.23099,0.6516,-0.30362,-0.54981,0.838,-0.69282,0.5
0.14805,0.35443,-0.9934,0.80383,0.77992,0.76661,0.50938,0.80067,-0.5917,0.42046,0.49893,0.60207,-0.56345,-0.96522,0.5
0.62675,-0.50948,-0.27669,0.32078,-0.89105,-0.48408,0.09981,0.30199,0.76348,-0.61562,0.80559,-0.98337,0.41949,0.2575,0.5
-0.19815,0.30428,0.66192,0.95423,0.82567,0.25943,0.64396,0.70975,-0.27159,-0.73458,0.01502,-0.07295,0.10144,0.35092,0.5
-0.66134,0.28463,-0.99852,0.7742,0.55389,-0.67925,0.56235,0.35507,0.35183,0.62801,0.99646,-0.52882,0.30596,0.71821,0.5
0.73943,0.41636,-0.12107,-0.86865,-0.8516,-0.3162,-0.26971,0.35994,0.07812,0.24825,0.7829,-0.79797,-0.37644,0.55611,0.5
-0.9827,0.96631,0.38408,0.55558,0.01209,0.21734,-0.85889,0.42036,-0.4998,-0.98361,-0.60253,-0.76124,0.30355,-0.10006,0.5
0.42,-0.91581,0.55715,0.14452,0.03188,0.59089,-0.21684,0.24999,-0.66002,-0.17691,-0.05022,-0.39175,-0.93445,0.2459,0.5
-0.44542,0.11558,0.09151,-0.65018,-0.64543,0.78151,-0.86295,0.31919,0.62366,0.55866,-0.77526,0.25553,0.33662,0.61652,0.5
-0.97248,-0.78663,0.8532,0.47397,-0.60785,-0.70045,0.50967,-0.54619,0.71092,0.09549,0.55394,-0.25473,0.6072,-0.24111,0.5
0.99055,0.50123,0.05941,-0.28728,-0.51161,-0.37398,-0.63935,0.23718,0.54804,-0.12812,-0.56761,-0.09801,0.39268,0.41633,0.5
0.63261,-0.89872,0.68852,-0.35776,0.84234,0.4454,-0.87219,0.73182,-0.79622,-0.77205,0.08476,-0.08466,-0.03717,0.58297,0.5
-0.4485,0.32141,-0.57331,0.95509,0.8147,-0.59659,-0.88406,0.18438,-0.00315,-0.06515,-0.34973,-0.79347,-0.58812,0.74361,0.5
0.06683,-0.11009,0.884,-0.05641,-0.85071,-0.58103,0.36112,0.34033,-0.59198,0.07875,0.86779,-0.69606,-0.7815,0.13717,0.5
-0.98854,0.45367,-0.43495,-0.64906,-0.09871,-0.18126,0.2196,-0.06476,-0.27456,0.92493,0.95371,0.94645,0.99668,-0.57291,0.5
0.75363,0.68011,-0.18456,0.90842,0.35091,-0.03712,-0.63805,0.6007,-0.28925,0.60804,0.91726,0.07801,-0.88895,-0.19765,0.5
0.17093,0.60253,0.32934,-0.25269,0.5221,-0.10538,-0.7288,-0.20868,0.40848,0.28533,0.90994,-0.38566,0.08792,0.31877,0.5
0.46128,-0.79138,-0.63416,-0.02941,-0.78431,0.33777,0.83781,-0.49139,-0.92852,-0.73596,0.74712,-0.42965,-0.84729,-0.42445,0.5
0.71043,-0.85708,-0.52489,0.41497,0.43683,-0.19725,-0.32267,0.3868,0.2554,0.70356,-0.76577,0.09214,-0.10271,0.94552,0.5
-0.42919,-0.74759,-0.80209,0.82835,0.74951,-0.17702,0.18358,0.55958,-0.23192,-0.28348,-0.87645,0.20433,0.0028,-0.79461,0.5
0.59357,0.87495,-0.54821,0.10281,0.37644,0.05085,0.51859,-0.45093,0.21402,-0.55114,0.91545,-0.00154,-0.58388,0.71256,0.5
-0.26508,-0.49911,-0.58409,-0.38439,-0.83379,0.76346,0.59621,-0.6835,0.50948,0.26868,-0.0665,-0.6496,0.25578,0.29537,0.5
-0.35535,-0.61013,-0.22453,0.97501,-0.88624,0.63842,-0.39744,0.6724,-0.78928,0.92309,0.21222,-0.82544,-0.24892,0.68228,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
-0.75204,-0.69045,0.73509,0.96764,-0.11553,0.72029,-0.41713,0.78282,0.66679,-0.31238,-0.22889,0.52366,-0.84689,-0.53014,1.0
0.10376,-0.91231,-0.5059,0.33394,-0.05533,0.12471,0.30936,-0.76487,-0.39251,0.73087,0.88835,0.80479,0.45282,-0.067,1.0
0.64868,0.60225,-0.83591,-0.88938,-0.37087,-0.75355,0.58732,0.31534,0.52429,0.1932,-0.2326,-0.23434,0.05783,-0.02017,1.0
-0.8404,-0.30298,-0.00215,-0.91761,-0.01788,0.2969,0.33941,-0.89655,-0.98074,0.26975,-0.36391,0.76063,-0.33803,-0.85899,1.0
0.31576,-0.81851,0.89131,-0.38986,-0.70227,0.54194,0.54992,0.21919,-0.56214,0.42892,0.29397,0.57518,-0.9531,0.28512,1.0
-0.84081,-0.46895,-0.29404,-0.37529,0.86209,-0.79008,-0.97631,-0.49057,-0.31347,-0.32345,0.75605,0.7954,0.99925,-0.47825,1.0
-0.37964,-0.9622,0.33763,0.49057,0.46338,0.78343,-0.08872,0.46514,-0.53572,-0.83813,0.68034,0.51414,-0.68033,-0.20454,1.0
0.21243,0.39829,-0.03501,-0.16491,0.94768,0.56048,-0.25028,0.67833,-0.2441,-0.92193,-0.03685,0.76635,-0.50871,-0.10192,1.0
