dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20
-0.59769,0.67433,0.95252,0.21118,0.35283,0.97884,0.80642,0.63635,-0.6339,0.52687,0.01231,-0.84212,0.97817,0.49848,-0.21959,-0.72134,-0.11518,-0.18691,-0.62219,0.0
0.14779,0.41778,0.0148,-0.97205,0.28645,0.14233,-0.63567,-0.54308,-0.92021,0.4377,0.23851,0.74612,-0.04387,0.36592,0.24199,0.567,-0.58558,-0.87331,0.05558,0.0
-0.48615,0.28499,-0.62612,0.23983,0.65092,-0.37306,-0.40276,0.84366,-0.40609,-0.22639,-0.62734,0.0952,-0.35158,-0.8935,-0.92568,-0.90821,0.05627,0.0461,0.74215,0.0
0.44455,-0.65463,-0.01463,0.93623,0.13401,0.77216,0.11635,0.40666,0.95226,0.12905,-0.29527,0.95717,-0.14621,-0.64462,0.15985,-0.1558,-0.22813,-0.15028,0.88915,0.0
-0.46665,0.5302,-0.49303,-0.79644,-0.47331,0.58315,-0.28775,0.89495,-0.28726,0.38436,-0.03973,0.32478,0.17792,-0.84901,0.02216,0.28795,0.92291,-0.01337,-0.19184,0.0
0.34899,-0.88521,-0.06916,0.49013,0.99555,-0.86804,-0.82937,0.68925,0.94642,0.28145,-0.56957,0.05216,-0.39107,-0.64099,0.8314,-0.36025,0.55186,-0.3653,0.03102,0.0
-0.05605,-0.8895,-0.18702,0.57182,0.53826,-0.45747,-0.63323,-0.87842,0.21338,0.43781,-0.5464,0.60195,-0.03079,0.43899,0.9892,0.15794,0.69985,-0.59712,-0.02132,0.0
-0.2605,0.54852,-0.50315,0.27484,-0.13348,0.65347,0.68403,0.77093,-0.1375,0.18439,-0.96339,-0.27676,-0.4372,0.10682,-0.8584,0.80145,-0.83569,0.56367,-0.83856,0.0
-0.26888,0.18791,0.72667,0.82918,-0.70272,0.07303,0.09836,-0.20894,0.91985,0.11265,0.15567,-0.34546,-0.49449,-0.92562,0.238,0.20633,0.37146,-0.33961,0.447,0.0
-0.30238,-0.11019,0.84091,-0.10658,-0.61686,-0.39113,-0.32041,0.70399,0.64932,0.19077,0.86101,0.58675,-0.33791,-0.68371,-0.82319,0.73079,-0.64435,0.93058,-0.11328,0.0
-0.67228,0.00942,0.65382,0.00711,-0.42757,-0.21744,-0.22777,0.40234,0.1779,0.63113,0.38803,-0.67104,-0.9668,0.63771,0.79222,0.84851,-0.04441,0.12625,0.26325,0.0
0.9423,0.70765,0.86829,0.26957,0.59649,0.45173,-0.9242,0.4112,-0.42794,-0.89414,0.02236,0.61006,-0.47082,0.53117,0.95837,-0.36745,0.44348,0.82836,0.16637,0.0
0.80943,-0.25596,0.73049,-0.37134,0.9395,0.20478,0.05894,0.84349,0.77215,-0.4916,0.78006,-0.04744,-0.50395,0.46682,-0.18393,0.15822,-0.02465,0.41599,0.05398,0.0
0.97313,-0.30845,0.10861,-0.21792,-0.61013,0.41974,-0.11246,0.31874,-0.59089,-0.11827,-0.05443,0.23146,0.09422,0.70247,-0.1868,0.92734,-0.23675,-0.43556,0.51845,0.0
0.15568,-0.35385,0.26534,0.61204,0.16433,-0.51486,0.04462,-0.74635,0.98173,0.08143,0.87669,0.12935,-0.30569,0.33957,0.89297,0.67569,0.72092,-0.2269,-0.00252,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.14269,0.0598,-0.60818,0.69124,0.41299,-0.72439,0.07823,-0.58365,0.60929,-0.1881,-0.2085,0.11966,0.9403,0.27927,-0.69527,-0.17961,0.76886,0.5739,0.58352,0.5
0.72025,0.0337,0.70255,0.10327,0.21125,-0.50431,-0.96565,0.23358,-0.07788,-0.61358,0.29522,0.47535,-0.87158,-0.29488,0.72457,0.91477,0.99442,0.57268,-0.31194,0.5
0.80736,-0.61998,0.14587,-0.81736,-0.46528,0.78057,0.22043,0.30875,0.69556,-0.06198,0.97733,0.94907,0.05118,-0.62128,0.16339,-0.88014,0.40145,0.86893,0.09442,0.5
-0.44081,-0.5149,-0.24099,0.3057,0.50828,0.96502,0.38366,0.14053,0.75614,0.12821,-0.71773,-0.05869,-0.18733,-0.58344,0.34693,-0.62205,-0.04386,-0.45221,0.29358,0.5
-0.76079,0.8625,-0.77678,0.70337,-0.20484,0.23473,0.17671,-0.76373,-0.43804,-0.92473,-0.82125,-0.09937,-0.52187,-0.89515,-0.99423,-0.04513,-0.36947,-0.36648,-0.81327,0.5
-0.28999,0.46163,-0.42164,-0.86728,-0.3547,-0.81846,0.17226,0.62408,0.30519,-0.73156,-0.17743,-0.75998,0.0037,-0.75053,-0.49611,0.51126,0.77551,0.00336,0.94116,0.5
0.71123,-0.97779,-0.94897,0.89032,-0.07981,0.63964,-0.67686,0.77003,-0.52923,0.65451,-0.48603,-0.38034,0.61411,-0.04675,0.59663,0.09514,-0.21298,0.13908,0.26032,0.5
-0.74238,0.42341,0.64527,-0.58871,-0.98187,0.90169,0.58342,0.93905,0.35071,-0.8428,0.16971,0.51367,0.71541,-0.77528,-0.84148,0.80297,0.05848,0.33303,-0.29403,0.5
0.15193,-0.85551,-0.93132,0.32104,0.95145,0.33974,-0.56336,0.23431,0.16039,0.66993,-0.6714,0.80886,0.95957,0.32487,0.32746,0.78712,-0.24398,0.30185,-0.99347,0.5
0.86555,0.96064,-0.21555,0.45478,-0.77385,-0.82857,-0.18599,0.10558,-0.05027,0.81605,0.73869,0.95593,0.79773,0.68781,0.41314,-0.59627,-0.93724,0.02714,-0.45196,0.5
-0.60177,-0.98038,0.92865,-0.0789,-0.28539,-0.36772,-0.07493,-0.84465,-0.13835,0.78515,-0.90636,0.37925,0.279,-0.1087,0.175,-0.5911,-0.22926,-0.67984,-0.53139,0.5
0.97545,0.98477,0.00454,0.20543,0.21509,-0.52048,0.34924,-0.30069,0.963,0.95861,-0.64167,0.44878,-0.461,-0.49321,-0.89354,0.60791,-0.94674,0.94442,0.24771,0.5
-0.59769,0.67433,0.95252,0.21118,0.35283,0.97884,0.80642,0.63635,-0.6339,0.52687,0.01231,-0.84212,0.97817,0.49848,-0.21959,-0.72134,-0.11518,-0.18691,-0.62219,0.5
0.14779,0.41778,0.0148,-0.97205,0.28645,0.14233,-0.63567,-0.54308,-0.92021,0.4377,0.23851,0.74612,-0.04387,0.36592,0.24199,0.567,-0.58558,-0.87331,0.05558,0.5
-0.48615,0.28499,-0.62612,0.23983,0.65092,-0.37306,-0.40276,0.84366,-0.40609,-0.22639,-0.62734,0.0952,-0.35158,-0.8935,-0.92568,-0.90821,0.05627,0.0461,0.74215,0.5
0.44455,-0.65463,-0.01463,0.93623,0.13401,0.77216,0.11635,0.40666,0.95226,0.12905,-0.29527,0.95717,-0.14621,-0.64462,0.15985,-0.1558,-0.22813,-0.15028,0.88915,0.5
-0.46665,0.5302,-0.49303,-0.79644,-0.47331,0.58315,-0.28775,0.89495,-0.28726,0.38436,-0.03973,0.32478,0.17792,-0.84901,0.02216,0.28795,0.92291,-0.01337,-0.19184,0.5
0.34899,-0.88521,-0.06916,0.49013,0.99555,-0.86804,-0.82937,0.68925,0.94642,0.28145,-0.56957,0.05216,-0.39107,-0.64099,0.8314,-0.36025,0.55186,-0.3653,0.03102,0.5
-0.05605,-0.8895,-0.18702,0.57182,0.53826,-0.45747,-0.63323,-0.87842,0.21338,0.43781,-0.5464,0.60195,-0.03079,0.43899,0.9892,0.15794,0.69985,-0.59712,-0.02132,0.5
-0.2605,0.54852,-0.50315,0.27484,-0.13348,0.65347,0.68403,0.77093,-0.1375,0.18439,-0.96339,-0.27676,-0.4372,0.10682,-0.8584,0.80145,-0.83569,0.56367,-0.83856,0.5
-0.26888,0.18791,0.72667,0.82918,-0.70272,0.07303,0.09836,-0.20894,0.91985,0.11265,0.15567,-0.34546,-0.49449,-0.92562,0.238,0.20633,0.37146,-0.33961,0.447,0.5
-0.30238,-0.11019,0.84091,-0.10658,-0.61686,-0.39113,-0.32041,0.70399,0.64932,0.19077,0.86101,0.58675,-0.33791,-0.68371,-0.82319,0.73079,-0.64435,0.93058,-0.11328,0.5
-0.67228,0.00942,0.65382,0.00711,-0.42757,-0.21744,-0.22777,0.40234,0.1779,0.63113,0.38803,-0.67104,-0.9668,0.63771,0.79222,0.84851,-0.04441,0.12625,0.26325,0.5
0.9423,0.70765,0.86829,0.26957,0.59649,0.45173,-0.9242,0.4112,-0.42794,-0.89414,0.02236,0.61006,-0.47082,0.53117,0.95837,-0.36745,0.44348,0.82836,0.16637,0.5
0.80943,-0.25596,0.73049,-0.37134,0.9395,0.20478,0.05894,0.84349,0.77215,-0.4916,0.78006,-0.04744,-0.50395,0.46682,-0.18393,0.15822,-0.02465,0.41599,0.05398,0.5
0.97313,-0.30845,0.10861,-0.21792,-0.61013,0.41974,-0.11246,0.31874,-0.59089,-0.11827,-0.05443,0.23146,0.09422,0.70247,-0.1868,0.92734,-0.23675,-0.43556,0.51845,0.5
0.15568,-0.35385,0.26534,0.61204,0.16433,-0.51486,0.04462,-0.74635,0.98173,0.08143,0.87669,0.12935,-0.30569,0.33957,0.89297,0.67569,0.72092,-0.2269,-0.00252,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.79159,0.33463,-0.90954,0.369,-0.89238,0.65562,0.70594,0.68508,0.23032,-0.77901,0.21143,0.98974,0.38067,0.1341,0.02685,0.53102,0.34512,-0.02558,0.80926,1.0
-0.8654,-0.55721,-0.19978,0.2864,0.36725,0.79858,-0.98765,-0.6648,-0.60321,0.27638,0.31774,0.53606,0.22934,0.65982,-0.82167,0.12868,0.82704,0.04126,-0.51924,1.0
0.77246,-0.48461,0.7391,-0.60749,-0.90024,0.18693,0.76205,0.6522,-0.96799,0.65613,-0.31937,-0.68365,0.43631,0.46366,0.82166,0.22711,-0.9071,0.77172,0.33265,1.0
-0.80629,-0.54654,-0.90196,0.86569,0.48693,-0.30259,0.65073,-0.93206,0.42407,0.16928,-0.9537,0.72242,0.67584,0.54639,-0.46946,-0.11042,-0.3241,-0.2886,0.87379,1.0
0.86654,0.48869,0.57767,0.88236,-0.82741,-0.44484,-0.6539,0.47272,-0.07766,0.26922,0.65331,0.84887,-0.55596,0.56536,-0.05342,-0.4497,0.68075,-0.57539,-0.61234,1.0
0.13682,0.03377,-0.11525,-0.35286,-0.90424,0.81324,0.70078,0.61414,-0.00652,-0.07297,0.90648,-0.55689,-0.06268,-0.2576,0.95407,-0.01848,-0.16314,-0.85499,0.0661,1.0
0.46113,0.32462,-0.85314,-0.20779,0.81441,0.41336,-0.27158,0.38396,-0.47453,-0.64223,-0.92012,0.83314,0.96461,-0.12804,-0.88419,0.10013,0.90989,0.72132,0.31425,1.0
-0.03448,-0.47138,0.44987,0.19281,0.76797,0.63135,0.59224,-0.71838,0.27097,-0.77488,0.24084,-0.32655,0.73379,-0.5409,-0.83519,0.2484,-0.46269,-0.71308,-0.20484,1.0
