dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25
-0.23867,0.12915,0.7061,0.85471,0.16133,0.00068,-0.13052,-0.14882,0.53393,0.69661,-0.12356,-0.3211,-0.95011,0.92407,-0.10451,0.60981,-0.25957,0.86345,0.58254,0.42769,-0.1879,0.61882,-0.08151,-0.01313,0.0
0.16769,0.38986,0.38258,0.28167,-0.44552,-0.49481,-0.04127,-0.76868,0.83284,0.19325,0.55152,-0.16184,-0.20545,-0.47981,-0.91757,0.54787,-0.88436,-0.29116,0.99966,0.73304,0.59384,-0.63376,-0.37816,-0.6759,0.0
-0.85591,0.23726,-0.43527,-0.88178,-0.71004,-0.51944,0.54795,0.21603,0.88688,-0.75315,0.5615,-0.65435,-0.51093,-0.18609,0.74178,-0.72414,0.65628,0.41221,-0.11349,-0.20264,0.88806,0.55565,0.75087,0.23849,0.0
0.68643,0.79479,-0.14002,0.2487,-0.13014,-0.56872,-0.5327,0.3623,-0.53665,-0.32679,-0.75303,-0.4696,-0.92847,0.687,-0.96105,-0.80617,-0.81987,0.59485,-0.88091,-0.59372,0.63534,0.92807,-0.67651,0.05342,0.0
0.41147,-0.16229,-0.61068,0.31794,0.76177,0.90759,-0.11117,-0.53839,0.51942,0.47781,-0.72209,0.49781,0.35092,-0.50372,0.9084,0.41722,0.34659,0.95044,0.09743,0.29201,-0.00283,-0.28026,-0.09639,-0.65653,0.0
0.36168,-0.17623,0.86626,0.93068,0.97882,0.91432,-0.94886,0.17007,-0.10123,0.41008,0.31764,0.68948,0.5558,-0.62452,-0.07684,-0.76036,0.69114,-0.68498,-0.09401,0.50439,0.54884,-0.48447,0.96794,0.32602,0.0
0.47626,-0.73643,0.99674,-0.88331,0.20789,-0.16081,-0.22401,0.77102,-0.85811,-0.05693,-0.50376,0.20243,-0.57,-0.59968,-0.29339,-0.88952,-0.72321,-0.38747,-0.55626,-0.63461,0.50993,-0.38543,-0.44886,-0.25454,0.0
0.5395,0.95741,-0.36985,0.84783,0.17733,-0.2209,-0.64059,0.13953,-0.44896,0.52818,-0.97438,0.45408,-0.42219,0.10113,0.97095,-0.33261,0.78445,-0.39837,0.75629,-0.23952,-0.85014,-0.9423,0.53558,0.01528,0.0
0.63017,-0.99336,-0.79786,0.18784,0.52553,-0.66544,-0.14953,0.42649,0.25638,0.37821,-0.84037,0.65018,-0.52108,0.83064,0.48189,0.90276,-0.83517,0.36323,-0.69362,0.88576,-0.91515,0.2601,0.30767,0.28223,0.0
0.44102,-0.53439,-0.48262,0.8781,-0.45996,-0.94592,-0.67532,0.23963,-0.28685,-0.49605,0.22525,0.48175,-0.52615,-0.21646,0.88756,0.0261,-0.66884,-0.79631,0.61222,-0.68078,0.53092,0.0522,0.38825,-0.24854,0.0
0.43832,-0.80207,0.10961,0.39458,0.16251,-0.15847,-0.13533,0.58345,-0.50901,-0.24092,-0.21144,0.70092,-0.11435,0.62675,-0.02758,-0.91269,0.58821,-0.18232,-0.11714,0.70366,-0.39689,-0.21891,-0.7697,0.47686,0.0
0.50301,0.8149,-0.65342,0.97964,0.88623,-0.94786,-0.63992,0.91922,0.07794,-0.41604,-0.68396,-0.43136,-0.32898,-0.47028,0.73078,0.1517,0.53208,-0.00045,0.35546,-0.32289,0.79229,0.17112,0.4487,-0.95007,0.0
0.09554,0.74101,-0.69101,-0.18287,0.10251,-0.14956,0.26147,-0.72867,0.84827,-0.62352,-0.16714,0.70575,-0.58332,-0.53842,0.81764,0.16802,-0.4757,0.71777,-0.2212,0.75969,0.62554,0.26697,-0.8006,-0.75197,0.0
0.03137,0.93563,-0.54421,0.0121,0.95235,-0.49655,0.38208,0.85161,-0.89993,0.02564,0.88357,-0.55653,-0.52924,-0.77951,-0.53556,-0.47024,-0.26902,-0.25642,0.1433,0.88564,0.34306,0.86648,-0.47415,0.50547,0.0
-0.06235,-0.98302,-0.86508,-0.46915,-0.92274,-0.77917,-0.48591,-0.93566,-0.05028,0.1301,0.75759,-0.64518,0.34317,0.06621,0.80518,0.59654,-0.36146,0.69786,-0.41533,-0.39399,-0.15014,-0.1855,-0.84885,-0.61639,0.0
-0.61556,0.94188,0.43559,0.28483,-0.50498,0.04246,-0.82495,0.72794,-0.00892,0.86857,0.21917,0.94619,-0.99673,-0.60807,-0.26706,0.93946,-0.41145,-0.0988,-0.44949,0.05379,0.49863,0.6084,0.17682,-0.7406,0.0
0.77726,-0.6778,-0.32973,-0.93481,0.67274,0.61893,0.01474,-0.20174,0.66476,-0.90823,-0.60184,0.8407,-0.10348,-0.67698,-0.11443,0.5779,-0.80199,0.4226,-0.02622,-0.71973,0.71595,-0.14708,-0.3168,-0.64061,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2556,-0.18606,-0.46146,-0.61602,-0.45123,-0.53965,0.59581,0.99667,0.80243,0.1175,0.79153,-0.49148,0.50738,0.28498,-0.55047,0.87509,0.39445,0.37244,-0.10562,-0.00695,0.83563,0.56657,-0.24641,-0.70303,0.5
-0.50343,0.00335,0.8178,0.77715,0.55235,-0.75114,-0.076,-0.83052,0.92277,0.11207,0.33809,0.07483,-0.27743,0.69123,-0.73214,0.36479,-0.06422,0.45661,0.79608,0.18705,-0.33795,0.48784,0.49742,-0.95875,0.5
-0.50834,-0.62783,-0.01217,-0.60562,-0.21488,-0.55631,0.69765,0.38264,0.76352,-0.25478,-0.21272,-0.63332,-0.77521,-0.15092,-0.04354,-0.66471,-0.43896,0.51162,0.52518,-0.6533,0.54305,0.49103,0.99116,-0.99333,0.5
-0.55222,0.89645,-0.16307,-0.25462,-0.78691,-0.56581,-0.16137,-0.43834,-0.78773,0.61068,-0.84814,0.21261,-0.37399,0.06218,0.26267,0.35713,0.08069,0.36957,0.73275,-0.14607,-0.80186,-0.65108,-0.7787,0.41031,0.5
-0.10867,-0.58914,-0.79547,0.30301,-0.92448,0.44133,0.06023,0.89976,-0.14303,-0.4646,-0.43207,-0.33799,-0.23397,-0.94683,0.55011,0.20356,0.78848,0.38935,-0.60474,-0.97983,0.88786,-0.16494,0.44605,0.05008,0.5
-0.43899,-0.46352,0.3372,-0.69102,0.90482,0.35754,0.36689,-0.6537,-0.58892,-0.22684,-0.87075,0.29999,-0.30791,0.65147,-0.78134,-0.28226,0.57121,0.30727,0.57079,0.29652,-0.51111,-0.11997,-0.69979,0.66258,0.5
-0.41247,-0.79118,0.5805,0.70591,-0.90122,-0.6037,0.47654,0.35754,0.54417,0.53648,0.67287,0.97544,0.69734,-0.09276,-0.49804,0.06317,0.76322,-0.551,-0.61629,-0.32684,-0.78702,0.92225,0.88491,-0.37747,0.5
0.10877,-0.19554,-0.45238,-0.39855,-0.22918,-1e-05,0.25732,0.39165,0.53809,-0.69187,-0.08348,-0.92328,0.93416,0.6893,0.23804,0.34759,-0.43656,0.03707,-0.02854,-0.50816,0.25655,0.04281,-0.57623,0.95217,0.5
-0.74995,-0.89847,0.81846,0.73542,-0.14132,0.76632,-0.66984,-0.05247,0.9652,0.65204,0.47174,0.76854,0.40906,-0.14645,-0.98647,0.45603,-0.3779,0.56242,0.00809,0.2522,-0.60762,-0.46349,0.22595,-0.14898,0.5
0.46828,0.06611,-0.67808,0.34054,0.45306,-0.09783,-0.81476,-0.3323,-0.60233,-0.96662,-0.58843,-0.07301,-0.88265,0.44222,-0.21863,-0.94102,-0.17326,-0.52309,-0.82411,0.00369,0.00457,0.93257,0.31367,-0.54491,0.5
-0.23867,0.12915,0.7061,0.85471,0.16133,0.00068,-0.13052,-0.14882,0.53393,0.69661,-0.12356,-0.3211,-0.95011,0.92407,-0.10451,0.60981,-0.25957,0.86345,0.58254,0.42769,-0.1879,0.61882,-0.08151,-0.01313,0.5
0.16769,0.38986,0.38258,0.28167,-0.44552,-0.49481,-0.04127,-0.76868,0.83284,0.19325,0.55152,-0.16184,-0.20545,-0.47981,-0.91757,0.54787,-0.88436,-0.29116,0.99966,0.73304,0.59384,-0.63376,-0.37816,-0.6759,0.5
-0.85591,0.23726,-0.43527,-0.88178,-0.71004,-0.51944,0.54795,0.21603,0.88688,-0.75315,0.5615,-0.65435,-0.51093,-0.18609,0.74178,-0.72414,0.65628,0.41221,-0.11349,-0.20264,0.88806,0.55565,0.75087,0.23849,0.5
0.68643,0.79479,-0.14002,0.2487,-0.13014,-0.56872,-0.5327,0.3623,-0.53665,-0.32679,-0.75303,-0.4696,-0.92847,0.687,-0.96105,-0.80617,-0.81987,0.59485,-0.88091,-0.59372,0.63534,0.92807,-0.67651,0.05342,0.5
0.41147,-0.16229,-0.61068,0.31794,0.76177,0.90759,-0.11117,-0.53839,0.51942,0.47781,-0.72209,0.49781,0.35092,-0.50372,0.9084,0.41722,0.34659,0.95044,0.09743,0.29201,-0.00283,-0.28026,-0.09639,-0.65653,0.5
0.36168,-0.17623,0.86626,0.93068,0.97882,0.91432,-0.94886,0.17007,-0.10123,0.41008,0.31764,0.68948,0.5558,-0.62452,-0.07684,-0.76036,0.69114,-0.68498,-0.09401,0.50439,0.54884,-0.48447,0.96794,0.32602,0.5
0.47626,-0.73643,0.99674,-0.88331,0.20789,-0.16081,-0.22401,0.77102,-0.85811,-0.05693,-0.50376,0.20243,-0.57,-0.59968,-0.29339,-0.88952,-0.72321,-0.38747,-0.55626,-0.63461,0.50993,-0.38543,-0.44886,-0.25454,0.5
0.5395,0.95741,-0.36985,0.84783,0.17733,-0.2209,-0.64059,0.13953,-0.44896,0.52818,-0.97438,0.45408,-0.42219,0.10113,0.97095,-0.33261,0.78445,-0.39837,0.75629,-0.23952,-0.85014,-0.9423,0.53558,0.01528,0.5
0.63017,-0.99336,-0.79786,0.18784,0.52553,-0.66544,-0.14953,0.42649,0.25638,0.37821,-0.84037,0.65018,-0.52108,0.83064,0.48189,0.90276,-0.83517,0.36323,-0.69362,0.88576,-0.91515,0.2601,0.30767,0.28223,0.5
0.44102,-0.53439,-0.48262,0.8781,-0.45996,-0.94592,-0.67532,0.23963,-0.28685,-0.49605,0.22525,0.48175,-0.52615,-0.21646,0.88756,0.0261,-0.66884,-0.79631,0.61222,-0.68078,0.53092,0.0522,0.38825,-0.24854,0.5
0.43832,-0.80207,0.10961,0.39458,0.16251,-0.15847,-0.13533,0.58345,-0.50901,-0.24092,-0.21144,0.70092,-0.11435,0.62675,-0.02758,-0.91269,0.58821,-0.18232,-0.11714,0.70366,-0.39689,-0.21891,-0.7697,0.47686,0.5
0.50301,0.8149,-0.65342,0.97964,0.88623,-0.94786,-0.63992,0.91922,0.07794,-0.41604,-0.68396,-0.43136,-0.32898,-0.47028,0.73078,0.1517,0.53208,-0.00045,0.35546,-0.32289,0.79229,0.17112,0.4487,-0.95007,0.5
0.09554,0.74101,-0.69101,-0.18287,0.10251,-0.14956,0.26147,-0.72867,0.84827,-0.62352,-0.16714,0.70575,-0.58332,-0.53842,0.81764,0.16802,-0.4757,0.71777,-0.2212,0.75969,0.62554,0.26697,-0.8006,-0.75197,0.5
0.03137,0.93563,-0.54421,0.0121,0.95235,-0.49655,0.38208,0.85161,-0.89993,0.02564,0.88357,-0.55653,-0.52924,-0.77951,-0.53556,-0.47024,-0.26902,-0.25642,0.1433,0.88564,0.34306,0.86648,-0.47415,0.50547,0.5
-0.06235,-0.98302,-0.86508,-0.46915,-0.92274,-0.77917,-0.48591,-0.93566,-0.05028,0.1301,0.75759,-0.64518,0.34317,0.06621,0.80518,0.59654,-0.36146,0.69786,-0.41533,-0.39399,-0.15014,-0.1855,-0.84885,-0.61639,0.5
-0.61556,0.94188,0.43559,0.28483,-0.50498,0.04246,-0.82495,0.72794,-0.00892,0.86857,0.21917,0.94619,-0.99673,-0.60807,-0.26706,0.93946,-0.41145,-0.0988,-0.44949,0.05379,0.49863,0.6084,0.17682,-0.7406,0.5
0.77726,-0.6778,-0.32973,-0.93481,0.67274,0.61893,0.01474,-0.20174,0.66476,-0.90823,-0.60184,0.8407,-0.10348,-0.67698,-0.11443,0.5779,-0.80199,0.4226,-0.02622,-0.71973,0.71595,-0.14708,-0.3168,-0.64061,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.87555,-0.93944,-0.40299,-0.67998,0.04535,-0.9723,0.9393,0.15814,-0.79389,0.71321,0.26092,-0.22621,0.58279,-0.48063,0.75063,-0.69278,0.72928,0.97244,-0.22999,-0.3935,0.88044,0.49051,-0.69601,-0.42868,1.0
0.67632,0.0506,-0.10719,0.87325,-0.61904,0.58051,-0.8482,0.34995,0.51662,-0.9391,0.50998,-0.89533,-0.6807,-0.79061,-0.01139,-0.25644,-0.69353,0.4363,-0.89768,0.69651,0.33259,0.00281,0.93958,-0.96559,1.0
-0.97159,0.18958,0.09194,0.15517,-0.0637,-0.19241,0.07049,-0.29459,0.61565,-0.31142,-0.90867,-0.503,-0.73342,0.50924,0.34353,-0.75432,-0.3225,-0.45478,-0.68833,-0.57703,0.52694,-0.50179,-0.12599,0.82151,1.0
-0.69481,-0.89644,0.73758,0.76162,-0.14683,0.81616,0.47186,-0.52063,0.52806,0.00327,0.41837,-0.91823,-0.71616,0.62392,0.45501,0.22285,-0.51662,-0.83484,-0.97245,0.0202,0.60691,0.39157,0.23747,-0.33074,1.0
0.77879,0.36236,0.95049,0.18636,-0.41295,0.96478,0.94538,-0.29731,-0.84915,0.54414,0.74852,-0.61582,-0.40592,-0.06324,0.02951,0.95956,0.4632,-0.64753,-0.98768,-0.01743,0.51251,0.41681,-0.20516,0.30334,1.0
0.0325,0.33586,0.40198,0.71121,0.80944,-0.16842,-0.02395,-0.2773,-0.39601,0.03087,0.08108,0.69002,-0.83377,-0.68123,-0.91093,0.75933,-0.39407,0.37169,0.09973,0.16701,0.30687,0.03547,0.54043,-0.78511,1.0
-0.21798,-0.81417,0.3908,-0.22248,0.73077,-0.86302,-0.07521,0.22323,-0.44314,-0.46422,-0.30327,-0.56691,0.61891,-0.9948,-0.51397,-0.0618,-0.41151,-0.39505,-0.48345,-0.99654,0.75357,-0.9647,0.635,0.91008,1.0
0.85919,-0.04073,-0.34762,-0.92382,0.89483,-0.16637,-0.01608,-0.48819,-0.96866,0.67568,-0.88897,0.12007,-0.51668,0.17274,0.97485,0.01785,-0.89862,-0.48283,-0.9467,-0.63742,-0.6403,0.89851,0.74656,0.03911,1.0
